,IDCliente,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalGasto,Churn,Codigo
6071,0401-WDBXM,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,105.55,7542.25,Nao,
3333,4573-JKNAE,Masculino,0,Nao,Sim,12,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.35,212.3,Nao,
1110,0343-QLUZP,Masculino,0,Nao,Nao,60,Nao,SemTelefone,DSL,Sim,Sim,Sim,Nao,Nao,Nao,2 anos,Nao,DebitoAutomatico,39.6,2424.5,Nao,
3655,6878-GGDWG,Feminino,0,Sim,Nao,32,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,19.4,641.15,Nao,
5718,9840-DVNDC,Masculino,0,Nao,Nao,6,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,CartaoCredito,80.5,463.05,Sim,
6292,0327-WFZSY,Masculino,0,Sim,Sim,39,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Nao,BoletoEletronico,100.0,3835.55,Nao,
2998,4770-UEZOX,Masculino,0,Nao,Nao,2,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.75,144.8,Nao,
2394,8231-BSWXX,Masculino,0,Nao,Nao,71,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Anual,Sim,CartaoCredito,79.05,5552.5,Nao,
1185,5673-FSSMF,Feminino,0,Nao,Nao,1,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,60.15,60.15,Sim,
2007,8086-OVPWV,Masculino,0,Nao,Nao,2,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,80.2,181.1,Sim,
193,9680-NIAUV,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,2 anos,Nao,CartaoCredito,109.7,8129.3,Nao,
1515,1921-KYSAY,Feminino,0,Nao,Nao,41,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Sim,Anual,Sim,BoletoEletronico,68.6,2877.05,Nao,
5627,9334-GWGOW,Masculino,1,Sim,Nao,7,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.85,485.25,Nao,
578,6522-YRBXD,Masculino,1,Sim,Nao,35,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,94.55,3365.4,Nao,
2123,8819-IMISP,Masculino,0,Nao,Nao,31,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,80.45,2429.1,Nao,
1429,4652-ODEVH,Masculino,0,Sim,Sim,45,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,24.45,1088.25,Nao,
771,0236-HFWSV,Masculino,0,Nao,Nao,15,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,93.35,1444.65,Sim,
2587,5849-ASHZJ,Masculino,0,Nao,Sim,27,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,20.05,552.9,Nao,
2395,6486-LHTMA,Feminino,1,Sim,Nao,31,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Anual,Sim,BoletoEletronico,90.7,2835.5,Nao,
6996,4174-LPGTI,Feminino,0,Sim,Sim,41,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Sim,Anual,Sim,DebitoAutomatico,66.5,2728.6,Sim,
1846,7369-TRPFD,Masculino,0,Nao,Nao,19,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,18.8,279.2,Nao,
131,6207-WIOLX,Feminino,0,Sim,Sim,25,Nao,SemTelefone,DSL,Sim,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,58.6,1502.65,Sim,
178,5947-SGKCL,Feminino,0,Sim,Sim,15,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,105.35,1559.25,Nao,
3740,0508-OOLTO,Feminino,0,Sim,Sim,2,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,71.65,135.75,Nao,
6734,8182-PNAGI,Masculino,0,Nao,Nao,12,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,DebitoAutomatico,50.25,593.75,Sim,
1811,2070-XYMFH,Feminino,1,Nao,Nao,23,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,79.35,1835.3,Nao,
4508,3530-VWVGU,Feminino,0,Sim,Sim,22,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.9,400.3,Nao,
6992,0218-QNVAS,Masculino,0,Sim,Sim,71,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Anual,Nao,DebitoAutomatico,100.55,7113.75,Nao,
2580,7748-UMTRK,Feminino,1,Nao,Sim,30,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,101.3,2974.5,Nao,
6169,4847-QNOKA,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,44.9,44.9,Sim,
4667,5537-UXXVS,Feminino,0,Sim,Nao,20,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,19.25,375.25,Nao,
2652,4727-MCYZG,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoImpresso,55.55,55.55,Nao,
4595,2211-RMNHO,Feminino,0,Sim,Sim,68,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,85.3,5560,Nao,
2073,3061-BCKYI,Masculino,0,Nao,Nao,14,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.9,283.75,Nao,
658,4464-JCOLN,Masculino,0,Sim,Sim,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.85,35.9,Sim,
1896,7459-IMVYU,Masculino,0,Nao,Nao,38,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Mensal,Nao,BoletoEletronico,69.95,2657.55,Nao,
6555,8969-PRHFK,Masculino,0,Nao,Nao,18,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.65,411.25,Nao,
2606,1550-EENBN,Feminino,0,Nao,Nao,31,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Mensal,Nao,BoletoEletronico,104.35,3205.6,Nao,
2221,8619-IJNDK,Feminino,0,Sim,Sim,71,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Nao,2 anos,Nao,CartaoCredito,64.05,4492.9,Nao,
3659,0795-GMVQO,Masculino,0,Sim,Nao,67,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,Anual,Nao,CartaoCredito,109.9,7332.4,Nao,
6659,3967-KXAPS,Masculino,0,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,92.3,6719.9,Nao,
2379,3757-NJYBX,Masculino,1,Sim,Nao,32,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Nao,DebitoAutomatico,106.35,3520.75,Sim,
1447,2951-QOQTK,Masculino,0,Nao,Sim,4,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,CartaoCredito,80.8,332.45,Sim,
5766,1183-CANVH,Feminino,0,Sim,Nao,23,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Anual,Nao,DebitoAutomatico,60.0,1347.15,Nao,
342,7520-HQWJU,Feminino,0,Sim,Sim,66,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,67.45,4508.65,Nao,
3372,2883-ILGWO,Masculino,1,Nao,Nao,57,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,DebitoAutomatico,104.9,5913.95,Nao,
6160,0725-CXOTM,Feminino,0,Nao,Nao,36,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,89.65,3348.1,Nao,
6204,3058-WQDRE,Masculino,0,Nao,Nao,13,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,25.15,331.85,Nao,
2527,8931-GJJIQ,Feminino,0,Nao,Nao,9,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,83.3,803.3,Sim,
727,6786-OBWQR,Feminino,0,Sim,Sim,5,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,80.85,356.1,Nao,
5542,2990-OGYTD,Feminino,0,Sim,Nao,67,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,86.15,5883.85,Nao,
976,5875-YPQFJ,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.9,69.9,Sim,
4025,2984-MIIZL,Masculino,0,Nao,Nao,4,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,74.8,321.9,Sim,
5023,6653-CBBOM,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.3,70.3,Sim,
1928,2484-DGXPZ,Feminino,0,Sim,Sim,31,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,19.55,658.95,Sim,
3516,7587-RZNME,Masculino,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,43.3,123.65,Sim,
6770,3855-ONCAR,Feminino,0,Sim,Sim,4,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoImpresso,78.9,299.75,Nao,
4588,2105-PHWON,Feminino,0,Sim,Nao,33,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Nao,Sim,Mensal,Sim,CartaoCredito,95.0,3008.15,Nao,
6856,4534-WGCIR,Feminino,0,Sim,Sim,58,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,25.15,1509.9,Nao,
4279,8815-LMFLX,Masculino,0,Sim,Sim,25,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,DebitoAutomatico,25.4,546.85,Nao,
3755,8443-ZRDBZ,Masculino,0,Nao,Nao,4,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,76.05,318.9,Sim,
6759,1591-MQJTP,Masculino,1,Sim,Nao,51,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Nao,Sim,Anual,Sim,DebitoAutomatico,93.65,4839.15,Nao,
3940,1559-DTODC,Masculino,0,Nao,Nao,19,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,25.15,468.35,Nao,
1299,4566-QVRRW,Feminino,0,Sim,Nao,11,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,44.05,483.7,Sim,
4902,5092-STPKP,Feminino,0,Nao,Nao,24,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,CartaoCredito,56.35,1381.2,Nao,
6466,3094-JOJAI,Masculino,0,Nao,Nao,18,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,74.15,1387,Nao,
660,5650-VDUDS,Feminino,0,Nao,Nao,4,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,24.25,96.05,Sim,
1790,3096-IZETN,Feminino,0,Nao,Nao,12,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,DebitoAutomatico,78.1,947.3,Sim,
1492,3254-YRILK,Masculino,1,Nao,Nao,19,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,88.2,1775.8,Sim,
4730,7813-ZGGAW,Masculino,1,Nao,Nao,31,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Nao,Mensal,Sim,DebitoAutomatico,96.6,2877.95,Nao,
493,5756-OZRIO,Masculino,1,Sim,Nao,61,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Sim,Anual,Nao,DebitoAutomatico,64.05,3902.6,Nao,
3647,1016-DJTSV,Masculino,1,Nao,Nao,8,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.7,572.85,Nao,
5143,5204-HMGYF,Feminino,0,Sim,Sim,49,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,BoletoImpresso,87.2,4345,Nao,
4949,3669-LVWZB,Masculino,0,Nao,Nao,5,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoImpresso,51.0,305.95,Sim,
2315,2577-GVSIL,Masculino,0,Sim,Sim,35,Sim,Sim,DSL,Nao,Nao,Nao,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,73.45,2661.1,Nao,
6537,1444-VVSGW,Masculino,0,Sim,Nao,70,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Nao,CartaoCredito,115.65,7968.85,Sim,
6482,5419-JPRRN,Masculino,0,Nao,Nao,1,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,101.45,101.45,Sim,
5969,4673-KKSLS,Feminino,0,Nao,Nao,31,Sim,Nao,Fibra,Sim,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,BoletoEletronico,87.6,2724.25,Nao,
1085,4441-NIHPT,Feminino,1,Nao,Nao,13,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.3,940.35,Sim,
6640,3315-IKYZQ,Masculino,0,Sim,Sim,28,Nao,SemTelefone,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Anual,Nao,BoletoImpresso,50.8,1386.8,Nao,
6464,4726-DLWQN,Masculino,1,Nao,Nao,50,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,70.35,3454.6,Nao,
694,2682-KEVRP,Feminino,1,Nao,Nao,22,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoImpresso,20.05,417,Nao,
1278,4730-AWNAU,Masculino,0,Sim,Sim,36,Nao,SemTelefone,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Nao,CartaoCredito,60.7,2234.55,Nao,
3198,8564-LDKFL,Masculino,0,Sim,Nao,40,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,106.0,4178.65,Nao,
4966,3097-IDVPU,Masculino,0,Sim,Sim,19,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,50.1,910.45,Nao,
4753,5729-KLZAR,Feminino,0,Sim,Sim,4,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,80.85,302.75,Sim,
1621,6352-TWCAU,Feminino,0,Nao,Nao,35,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,86.45,3029.1,Sim,
4091,8263-OKETD,Feminino,0,Nao,Nao,20,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Sim,Mensal,Sim,CartaoCredito,68.9,1370.35,Nao,
3708,6698-OXETB,Masculino,0,Nao,Nao,11,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.4,231.45,Nao,
3944,4537-CIBHB,Feminino,0,Sim,Sim,9,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.25,172.35,Nao,
2561,3230-JCNZS,Feminino,0,Sim,Sim,71,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Nao,2 anos,Sim,CartaoCredito,99.0,7061.65,Nao,
4920,0264-CNITK,Feminino,0,Sim,Sim,71,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.1,1389.6,Nao,
4766,1043-UXOVO,Feminino,0,Nao,Nao,71,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,113.15,7993.3,Nao,
67,3410-YOQBQ,Feminino,0,Nao,Nao,31,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoImpresso,79.2,2497.2,Nao,
1731,8375-DKEBR,Feminino,1,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.6,69.6,Sim,
5593,4508-OEBEY,Masculino,0,Sim,Nao,31,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Anual,Sim,CartaoCredito,75.5,2424.45,Nao,
2269,0151-ONTOV,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,70.9,70.9,Sim,
4955,5884-GCYMI,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,69.4,69.4,Sim,
4539,4355-HBJHH,Masculino,0,Sim,Sim,67,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Sim,Sim,2 anos,Sim,BoletoEletronico,79.7,5293.4,Sim,
5011,9699-UBQFS,Feminino,1,Sim,Nao,43,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,94.5,4156.8,Nao,
5545,7658-UYUQS,Masculino,1,Sim,Nao,21,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Nao,DebitoAutomatico,86.55,1857.25,Nao,
820,4220-TINQT,Feminino,0,Sim,Nao,61,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,106.35,6751.35,Nao,
1226,7115-IRDHS,Feminino,0,Sim,Nao,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,24.65,1830.05,Nao,
1677,3283-WCWXT,Masculino,0,Sim,Sim,6,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,25.4,153.3,Nao,
5886,1709-EJDOX,Feminino,0,Sim,Sim,47,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.75,948.9,Nao,
2867,7244-KXYZN,Feminino,0,Nao,Nao,24,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,20.45,527.35,Nao,
3447,9762-YAQAA,Masculino,0,Nao,Nao,39,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Anual,Nao,CartaoCredito,81.4,3213.75,Nao,
5492,2799-TSLAG,Feminino,0,Sim,Sim,65,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,25.3,1748.55,Nao,
2367,0235-KGSLC,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,CartaoCredito,85.55,85.55,Sim,
4165,9741-YLNTD,Masculino,0,Nao,Nao,6,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Nao,Sim,Mensal,Sim,DebitoAutomatico,87.95,522.35,Nao,
4691,3791-LGQCY,Feminino,1,Sim,Nao,56,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,100.65,5688.05,Sim,
2512,5829-NVSQN,Feminino,0,Sim,Nao,23,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Sim,Anual,Sim,DebitoAutomatico,68.75,1689.45,Nao,
5460,6551-VLJMV,Masculino,0,Sim,Nao,34,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,20.05,679,Nao,
2723,1866-ZSLJM,Masculino,0,Nao,Nao,21,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,20.5,402.85,Nao,
6275,0885-HMGPY,Masculino,0,Nao,Nao,62,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,2 anos,Nao,DebitoAutomatico,69.4,4237.5,Nao,
5996,5656-JAMLX,Masculino,0,Nao,Nao,62,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.85,1253.65,Nao,
5199,7245-JMTTQ,Feminino,0,Nao,Nao,51,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,111.5,5703.25,Nao,
1143,2446-ZKVAF,Masculino,0,Sim,Nao,18,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,56.8,1074.65,Nao,
397,6599-CEBNN,Feminino,0,Nao,Nao,34,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,73.95,2524.45,Sim,
6487,5998-DZLYR,Feminino,0,Sim,Nao,61,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Nao,Sim,2 anos,Sim,DebitoAutomatico,94.35,5703,Nao,
4161,4223-WOZCM,Masculino,1,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,49.95,107.1,Nao,
786,4992-LTJNE,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,2 anos,Nao,DebitoAutomatico,55.3,3983.6,Nao,
6036,8008-ESFLK,Feminino,0,Sim,Nao,53,Sim,Nao,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Nao,BoletoEletronico,110.5,5835.5,Nao,
4705,5760-FXFVO,Masculino,0,Nao,Nao,6,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,78.95,494.95,Nao,
1398,3569-EDBPQ,Feminino,0,Nao,Nao,24,Sim,Sim,Fibra,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,84.35,1938.05,Nao,
1659,3500-NSDOA,Masculino,0,Sim,Sim,68,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Sim,2 anos,Nao,CartaoCredito,70.8,4859.95,Nao,
5796,8571-ZCMCX,Feminino,0,Sim,Sim,47,Nao,SemTelefone,DSL,Sim,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,CartaoCredito,60.0,2768.65,Nao,
5111,6686-YPGHK,Masculino,1,Nao,Nao,47,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoImpresso,85.5,4042.3,Sim,
3134,7168-HDQHG,Feminino,0,Sim,Sim,36,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,19.2,702.9,Nao,
3789,0310-VQXAM,Masculino,0,Nao,Nao,9,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.85,178.8,Nao,
3398,3096-WPXBT,Feminino,0,Sim,Sim,61,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Nao,Sim,Anual,Sim,CartaoCredito,100.7,6018.65,Nao,
2220,2234-EOFPT,Masculino,0,Sim,Nao,72,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,79.35,5753.25,Nao,
979,6461-PPAXN,Feminino,0,Sim,Sim,35,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Anual,Sim,DebitoAutomatico,54.95,1916,Nao,
2331,2809-ILCYT,Feminino,0,Sim,Nao,25,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoImpresso,26.8,733.55,Nao,
3784,4958-XCBDQ,Masculino,1,Nao,Nao,35,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,101.4,3496.3,Sim,
1298,5989-OMNJE,Feminino,0,Sim,Sim,24,Nao,SemTelefone,DSL,Sim,Sim,Sim,Nao,Sim,Sim,Anual,Nao,BoletoEletronico,57.6,1367.75,Nao,
4272,1043-YCUTE,Masculino,0,Sim,Nao,56,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,25.15,1327.15,Sim,
4639,7402-EYFXX,Masculino,1,Nao,Nao,26,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,93.6,2404.1,Nao,
5695,1813-JYWTO,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,2 anos,Nao,DebitoAutomatico,80.45,5737.6,Nao,
